"global_run_id","run_id","accuracy","sensibilidad","especificidad","kappa","energy_consumed","gen_bacthsize","gen_epochs","gen_lr","gen_act_1","gen_act_2","gen_act_3","initdate","enddate","duration","co2_emissions","meter","cpu_energy","gpu_energy","ram_energy","tracking_mode","gpu_usage","architecture","epochs_reached"
"2df5e638-85d6-473c-ab3f-fa409f70a23b","5244c2e9-7a22-4412-bff4-77050585126b",81.42675,0,0,0.7936041,0.1337024,64,90,0.001,"","","","2024-03-19T19:27:39","2024-03-19T19:47:45",1206.0,,openzmeter,0.0,0.0,0.0,machine,0,resnet18,67
"2f938455-4409-400f-bd50-591d05abf2b8",aed67c4b-da1f-4c9f-87bb-2342942f218e,60.382164,0,0,0.5601816,0.114712544,64,90,0.001,"","","","2024-03-18T19:26:00","2024-03-18T19:45:54",1193.5378,0.022238517,codecarbon,0.015803473,0.08312878,0.015780292,machine,0,vgg16,19
"2f938455-4409-400f-bd50-591d05abf2b8",c82a8e6b-d94d-48d8-91da-17cff56b92ed,60.382164,0,0,0.5601816,0.08890598,64,90,0.001,"","","","2024-03-18T19:26:00","2024-03-18T19:45:52",1192.964,0.017738076,eco2ai,0.0,0.0,0.0,process,0,vgg16,19
"2f938455-4409-400f-bd50-591d05abf2b8",ec366a4a-d384-49ab-8c92-6d49d39696a8,60.382164,0,0,0.5601816,0.15536673,64,90,0.001,"","","","2024-03-18T19:26:00","2024-03-18T19:45:53",1193.0,0.02626233,carbontracker,0.0,0.0,0.0,machine,0,vgg16,19
"2f938455-4409-400f-bd50-591d05abf2b8","8f4080da-bfac-4cfd-9a00-7ec784dd178b",60.382164,0,0,0.5601816,0.092113025,64,90,0.001,"","","","2024-03-18T19:25:59","2024-03-18T19:45:54",1194.0482,0.017857308,codecarbon_proc_filter,0.015911369,0.07428267,0.0019189895,process,0,vgg16,19
"2f938455-4409-400f-bd50-591d05abf2b8",aad62ef8-77b5-4de8-bd8c-124d0b7b37e1,60.382164,0,0,0.5601816,0.13143076,64,90,0.001,"","","","2024-03-18T19:26:00","2024-03-18T19:45:53",1193.0,,openzmeter,0.0,0.0,0.0,machine,0,vgg16,19
"2f938455-4409-400f-bd50-591d05abf2b8",ec366a4a-d384-49ab-8c92-6d49d39696a8,60.382164,0,0,0.5601816,0.13913526,64,90,0.001,"","","","2024-03-18T19:26:00","2024-03-18T19:45:53",1193.0,0.023518652,carbontracker_proc,0.0,0.0,0.0,process,0,vgg16,19
"2f938455-4409-400f-bd50-591d05abf2b8",daebcf27-d65b-457b-aebb-2c40fff46a31,60.382164,0,0,0.5601816,0.10577014,64,90,0.001,"","","","2024-03-18T19:26:00","2024-03-18T19:45:54",1193.6976,0.020504918,codecarbon_filter,0.015908016,0.07427496,0.015587168,machine,0,vgg16,19
"2f938455-4409-400f-bd50-591d05abf2b8","5c1abc34-8cc3-4da6-9334-9e04c29aa697",60.382164,0,0,0.5601816,0.10104893,64,90,0.001,"","","","2024-03-18T19:26:00","2024-03-18T19:45:54",1193.8728,0.01958965,codecarbon_proc,0.0159097,0.08313868,0.0020005528,process,0,vgg16,19
"3917b80a-d884-4580-bc7e-e1a97b929378","4d0229c2-3d1d-441f-9222-f5c19a92b640",68.0,0,0,0.6443987,0.101816006,64,90,0.001,"","","","2024-03-18T04:20:35","2024-03-18T04:40:37",1202.0,0.017210413,carbontracker_proc,0.0,0.0,0.0,process,0,alexnet,79
